"","teach","class.type","class.per","pre.2","pre.4","Q2A1","Q2A2","Q2A3","Q2A4","Q2A5","Q2A6","Q4A1","Q4A2","Q4A3","Q4A4","Q4A5","Q4A6","Q4A7","Q4_Fac1_Score","Q4_Fac2_Score","Q2_1_Fac_Score","Q2_2Fac_Fac1_Score","Q2_2Fac_Fac2_Score"
"596",3,1,0.808620442,1.29075659,-1.687747917,1,1,0,0,1,1,1,2,3,1,4,1,1,-1.91298931262161,-3.40949604343607,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"597",3,1,0.803758641,0.432102355,-2.84212629,1,0,0,1,0,1,4,5,1,1,2,1,3,-1.73034468743594,-2.41763584278387,-0.67953283294719,-0.700521104254516,0.228909840824867
"598",3,1,0.342717519,1.185946047,-2.589884567,1,1,0,0,0,1,5,5,1,1,2,1,3,-1.55738901126244,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"599",3,1,0.182863006,2.663241446,-2.141025151,1,1,1,1,0,1,3,5,3,1,3,1,5,-1.04323423993162,-2.41763584278387,0.618471880368537,7.53230675054617e-05,0.654996241765911
"600",3,1,0.923974913,1.33480306,-0.473263085,1,1,1,1,0,1,5,5,3,1,1,1,3,-1.3884666837332,-2.41763584278387,0.618471880368537,7.53230675054617e-05,0.654996241765911
"601",3,1,0.607020927,2.066988236,-0.107711056,1,1,0,0,1,1,5,5,3,1,3,1,5,-0.648460773649967,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"602",3,1,0.801756216,2.367902536,-0.071078508,1,1,0,1,0,1,3,5,3,1,3,1,5,-1.04323423993162,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"603",3,1,0.944981819,-0.134332494,-3.463615087,1,0,0,0,0,1,3,5,1,1,1,1,3,-2.11339371445378,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"604",3,1,0.603489288,1.482693241,-0.610247879,0,1,0,0,1,1,5,5,3,1,3,1,4,-0.85603797255497,-2.41763584278387,-0.730381249576099,-0.735944560857401,0.0625548426537036
"605",3,1,0.912255188,1.394533851,-1.922260162,1,1,0,0,1,1,3,5,1,3,5,1,3,-1.3884666837332,-1.95500140211954,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"606",3,1,0.145003634,1.64427288,-0.893082775,1,1,0,0,0,1,5,5,1,3,3,1,3,-1.3884666837332,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"607",3,1,0.258921989,1.049774139,-2.389966982,1,1,0,1,0,1,4,5,1,1,3,1,5,-1.21871557512806,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"608",3,1,0.143336578,3.736999857,0.232849695,1,1,1,1,1,1,5,5,5,1,4,1,5,0.39497379111749,-2.41763584278387,1.18048768983452,7.53230675054617e-05,1.19952925649464
"609",3,1,0.626893229,1.370950119,-1.246823062,1,1,0,0,0,1,5,5,1,1,1,1,5,-1.3884666837332,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"610",3,1,0.794863092,-0.443660696,-3.222116535,1,1,0,0,0,1,3,5,1,1,1,1,1,-2.63854706455174,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"611",3,1,0.343659521,-0.991578736,-4.298084219,1,1,0,0,0,1,3,5,1,1,1,1,1,-2.63854706455174,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"612",3,1,0.693860047,2.447363242,-0.871254723,1,1,1,1,1,1,5,5,3,3,4,2,5,-0.405406462406962,-1.75758353508006,1.18048768983452,7.53230675054617e-05,1.19952925649464
"613",3,1,0.082687594,0.320709909,-2.850053624,1,1,0,1,0,1,3,5,1,1,3,1,3,-1.73034468743594,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"614",3,1,0.373803316,1.281128913,-1.307060758,1,1,0,0,1,1,3,5,3,1,3,1,3,-1.3884666837332,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"615",3,1,0.400057473,2.904457019,-0.622609143,1,1,0,0,1,1,3,5,3,2,5,1,5,-0.648460773649967,-2.17240806379916,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"616",3,1,0.073966421,3.32770202,-0.819489557,1,1,1,1,1,1,4,5,1,3,2,1,5,-1.3884666837332,-1.95500140211954,1.18048768983452,7.53230675054617e-05,1.19952925649464
"617",3,1,0.484973492,0.898425075,-2.028655131,1,1,0,0,0,1,3,5,3,1,5,1,3,-1.04323423993162,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"618",3,1,0.29854418,1.873662814,-0.767452761,1,1,0,0,1,1,3,5,3,1,5,1,5,-0.648460773649967,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"619",3,1,0.38219569,0.018882579,-2.110493119,1,1,0,0,0,1,3,5,1,1,3,1,3,-1.73034468743594,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"620",3,1,0.76684841,1.216358449,-2.693700034,1,1,0,1,1,1,5,5,3,1,1,1,1,-1.73034468743594,-2.41763584278387,0.648352660520513,7.53230675054617e-05,0.661528275866333
"621",3,1,0.557744343,1.76026749,-1.040678828,1,1,0,1,1,1,2,5,5,3,5,1,1,-1.21871557512806,-1.95500140211954,0.648352660520513,7.53230675054617e-05,0.661528275866333
"622",3,1,0.648067917,0.692926581,-1.8945592,1,1,0,0,0,1,3,3,3,1,3,1,5,-1.04323423993162,-2.99201016400882,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"623",3,1,0.285841657,1.697525276,-1.600074371,1,1,0,1,0,1,4,5,1,1,3,1,5,-1.21871557512806,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"624",3,1,0.069069706,0.599444483,-1.992140325,1,1,0,0,0,1,3,5,1,1,3,1,3,-1.73034468743594,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"625",3,1,0.761065526,1.505871427,-1.009747481,1,1,1,0,0,1,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,0.0242471021974574,7.53230675054617e-05,0.0557363887700542
"626",3,1,0.653811556,0.557122623,-2.385217661,1,1,0,0,0,1,2,5,3,1,1,1,3,-1.91298931262161,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"627",3,1,0.268070978,1.369080558,-1.194534755,1,1,0,0,0,1,5,5,5,1,1,1,3,-1.04323423993162,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"628",3,1,0.732679892,1.238591478,-1.225005391,1,1,0,0,1,1,5,5,4,1,5,1,5,0.39497379111749,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"629",3,1,0.279049511,1.845179938,-1.481380792,1,1,0,0,0,1,3,5,3,1,1,1,5,-1.3884666837332,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"630",3,1,0.378001722,2.582938284,-1.162027973,1,1,0,1,1,1,5,5,3,3,1,1,3,-1.3884666837332,-1.95500140211954,0.648352660520513,7.53230675054617e-05,0.661528275866333
"631",3,1,0.739841965,1.900883085,-0.613568595,1,1,0,0,0,1,4,5,3,1,1,1,3,-1.55738901126244,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"632",3,1,0.052146081,1.429239641,-1.454349607,1,1,0,0,1,1,3,3,3,1,3,1,1,-1.73034468743594,-2.99201016400882,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"633",3,1,0.520090943,-0.89934452,-3.677829601,0,0,0,0,0,0,4,5,1,1,1,1,3,-1.91298931262161,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"634",3,1,0.58591463,0.217281647,-3.332646501,1,1,0,0,0,1,3,5,1,1,3,1,3,-1.73034468743594,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"635",3,1,0.119903343,0.244710569,-3.253756338,1,1,0,0,0,1,3,5,1,1,1,3,3,-2.11339371445378,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"636",3,1,0.864978002,0.194174525,-1.804080323,1,1,0,0,0,1,3,5,3,1,4,1,3,-1.21871557512806,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"637",3,1,0.210690528,2.771443443,-0.424519359,1,1,1,1,1,1,3,5,5,3,3,1,3,-1.04323423993162,-1.95500140211954,1.18048768983452,7.53230675054617e-05,1.19952925649464
"638",3,1,0.542220513,0.649393222,-1.703002254,1,1,0,0,0,1,3,5,3,1,3,1,4,-1.21871557512806,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"639",3,1,0.144760914,2.099164403,-0.928882651,1,1,1,1,0,1,3,5,4,1,5,1,3,-0.85603797255497,-2.41763584278387,0.618471880368537,7.53230675054617e-05,0.654996241765911
"640",3,1,0.866930537,2.438189857,-1.649867432,1,1,0,0,0,1,3,5,3,1,3,1,3,-1.3884666837332,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"641",3,1,0.087986864,2.432290394,-1.70262034,1,1,0,1,0,1,3,3,3,1,4,1,5,-0.85603797255497,-2.99201016400882,0.201954427153208,7.53230675054617e-05,0.228909840824867
"642",3,1,0.312094405,1.529614456,-1.62625885,1,1,0,1,0,1,5,5,3,1,1,1,3,-1.3884666837332,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"643",3,1,0.226929677,2.398958829,-1.078235922,1,1,1,0,0,1,5,5,1,2,3,3,3,-1.3884666837332,-1.75758353508006,0.0242471021974574,7.53230675054617e-05,0.0557363887700542
"644",3,1,0.779020682,3.97666221,0.377664302,1,1,1,1,1,1,5,3,3,2,5,3,3,-0.648460773649967,-2.17240806379916,1.18048768983452,7.53230675054617e-05,1.19952925649464
"645",3,1,0.577518256,1.218451692,-0.731898165,1,1,0,1,0,1,3,5,3,1,3,1,3,-1.3884666837332,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"646",3,1,0.166188611,-0.692825933,-2.788173104,1,1,0,0,1,1,1,5,1,1,1,1,1,-3.57801333945551,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"647",3,1,0.389478229,0.287369779,-3.908502021,0,1,0,0,0,1,3,5,1,1,1,1,1,-2.63854706455174,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"648",3,1,0.10393479,-0.915594667,-5.016007289,1,1,0,0,0,1,1,5,1,1,1,1,1,-3.57801333945551,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"649",3,1,0.32469849,4.051822269,-1.167728457,1,1,1,1,1,1,5,5,3,1,1,1,3,-1.3884666837332,-2.41763584278387,1.18048768983452,7.53230675054617e-05,1.19952925649464
"650",3,1,0.781314725,3.462357743,1.645971624,1,1,1,1,1,1,5,5,3,3,5,1,5,-0.0936781356758963,-1.95500140211954,1.18048768983452,7.53230675054617e-05,1.19952925649464
"651",3,1,0.642267018,0.579897655,-2.430824552,1,1,0,0,0,1,5,5,3,3,1,1,3,-1.3884666837332,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"652",3,1,0.743219564,0.308109344,-1.889603045,1,1,0,0,0,1,1,5,1,1,3,1,5,-1.73034468743594,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"653",3,1,0.865390671,1.468407642,-0.829574991,1,1,0,1,0,1,5,5,3,3,4,1,5,-0.405406462406962,-1.95500140211954,0.201954427153208,7.53230675054617e-05,0.228909840824867
"654",3,1,0.511424968,2.481397205,0.43151731,1,1,0,1,0,1,5,5,5,4,5,1,5,0.9266933280179,-1.75758353508006,0.201954427153208,7.53230675054617e-05,0.228909840824867
"655",3,1,0.309941134,0.558778399,-2.990584243,1,1,0,0,0,1,4,5,4,3,1,1,3,-1.3884666837332,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"656",3,1,0.285722322,2.329278315,-1.582233424,1,1,0,1,1,1,5,5,1,1,3,2,5,-1.04323423993162,-2.17240806379916,0.648352660520513,7.53230675054617e-05,0.661528275866333
"657",3,1,0.092158974,1.809847086,-1.453024547,1,1,0,0,1,1,5,5,1,1,3,1,3,-1.3884666837332,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"658",3,1,0.882566139,1.275190026,-2.197987726,1,1,0,0,0,1,3,5,1,1,4,1,3,-1.55738901126244,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"659",3,1,0.745531511,0.370572542,-2.811861202,1,1,0,0,1,1,3,5,1,1,5,1,3,-1.3884666837332,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"660",3,1,0.144596676,0.296107398,-2.367558416,1,0,0,0,0,1,4,5,2,1,1,1,3,-1.73034468743594,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"661",3,1,0.760397609,0.385195686,-2.09539191,1,1,0,1,0,1,5,5,1,1,5,1,3,-1.04323423993162,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"662",3,1,0.155049121,0.240089779,-2.873342209,1,1,0,1,0,1,5,5,1,1,1,1,3,-1.73034468743594,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"663",3,1,0.847195523,0.216195513,-2.670733921,0,1,0,0,0,1,4,5,1,1,3,1,3,-1.55738901126244,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"664",3,1,0.444286496,2.190039645,-0.793597413,1,1,0,0,0,1,3,5,3,1,4,1,4,-1.04323423993162,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"665",3,1,0.168576056,2.432490162,-0.713079641,1,1,0,1,1,1,3,5,3,1,5,1,3,-1.04323423993162,-2.41763584278387,0.648352660520513,7.53230675054617e-05,0.661528275866333
"666",3,1,0.13874087,2.911383627,0.604721271,1,1,0,1,1,1,5,5,5,1,5,3,5,0.9266933280179,-1.95500140211954,0.648352660520513,7.53230675054617e-05,0.661528275866333
"667",3,1,0.636793663,-0.120150388,-3.10966791,0,0,0,0,0,0,3,5,1,1,1,1,3,-2.11339371445378,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"668",3,1,0.878269673,2.052350072,-0.619810145,1,1,0,0,0,1,5,5,2,1,5,1,5,-0.405406462406962,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"669",3,1,0.568815812,2.011432274,-2.099020872,1,1,0,1,1,1,5,5,1,1,3,1,5,-1.04323423993162,-2.41763584278387,0.648352660520513,7.53230675054617e-05,0.661528275866333
"670",3,1,0.644511507,3.164087477,0.451215439,1,1,0,0,1,1,5,5,1,1,5,3,3,-1.04323423993162,-1.95500140211954,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"671",3,1,0.858111206,0.499781225,-1.589364368,1,1,0,0,0,1,5,5,3,1,5,1,3,-0.648460773649967,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"672",3,1,0.927310123,2.425205518,-0.558489296,1,1,1,1,1,1,3,5,3,3,3,1,4,-1.21871557512806,-1.95500140211954,1.18048768983452,7.53230675054617e-05,1.19952925649464
"673",3,1,0.908420898,4.020838527,1.481610492,1,1,1,1,0,1,5,5,5,3,4,3,5,0.39497379111749,-1.56581225366612,0.618471880368537,7.53230675054617e-05,0.654996241765911
"674",3,1,0.279298009,1.596847376,-1.664156126,1,1,0,0,0,1,3,5,3,1,4,1,3,-1.21871557512806,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"675",3,1,0.514772145,2.092405475,-1.048287421,1,1,1,1,0,1,4,5,2,1,1,1,5,-1.3884666837332,-2.41763584278387,0.618471880368537,7.53230675054617e-05,0.654996241765911
"676",3,1,0.524164958,2.54076512,-0.481092699,1,1,0,1,1,1,3,5,5,3,5,1,5,-0.0936781356758963,-1.95500140211954,0.648352660520513,7.53230675054617e-05,0.661528275866333
"677",3,1,0.316105196,2.460870091,0.608057303,1,1,1,0,1,1,5,5,3,3,4,3,5,-0.405406462406962,-1.56581225366612,0.471563085845629,7.53230675054617e-05,0.493015974581274
"678",3,1,0.881455877,0.591441733,-2.471818844,1,1,0,0,0,1,1,5,1,1,1,1,3,-2.63854706455174,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"679",3,1,0.313605545,1.342663879,-1.993106284,1,1,0,0,0,1,2,5,1,1,3,1,3,-1.91298931262161,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"680",3,1,0.103078549,2.132839564,-1.009046617,1,1,0,1,1,1,5,5,3,1,3,1,5,-0.648460773649967,-2.41763584278387,0.648352660520513,7.53230675054617e-05,0.661528275866333
"681",3,1,0.241211819,0.862640116,-1.679227415,1,1,0,1,0,1,3,5,3,1,3,1,4,-1.21871557512806,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"682",3,1,0.398699672,2.510524821,-1.152587618,1,1,0,0,1,1,5,5,1,1,3,3,3,-1.3884666837332,-1.95500140211954,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"683",3,1,0.762697179,0.781609707,-1.29287578,1,1,0,0,1,1,4,5,1,1,3,1,3,-1.55738901126244,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"684",3,1,0.474573566,1.041068885,-1.344304003,1,1,0,0,0,1,4,5,1,1,3,1,5,-1.21871557512806,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"685",3,1,0.248430933,1.915733384,-0.439341572,1,1,1,1,1,1,5,5,3,4,3,1,5,-0.648460773649967,-1.75758353508006,1.18048768983452,7.53230675054617e-05,1.19952925649464
"686",3,1,0.335815384,1.26105859,-1.551352403,1,1,0,0,1,1,5,5,1,1,1,1,3,-1.73034468743594,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"687",3,1,0.841809832,0.015452211,-2.887959246,1,1,0,0,0,1,3,5,1,1,1,1,5,-1.73034468743594,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"688",3,1,0.112356454,-1.665265939,-3.401695431,0,0,0,0,0,0,3,5,2,1,1,1,1,-2.34529354450057,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"689",3,1,0.676914001,0.4774739,-2.497047205,1,1,0,0,0,1,3,5,1,1,3,1,2,-1.91298931262161,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"690",3,1,0.212013588,1.066376284,-1.477499803,1,1,0,0,0,1,3,5,1,1,1,1,5,-1.73034468743594,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"691",3,1,0.69968333,0.596025229,-2.467014005,1,1,0,1,0,1,3,5,1,1,3,1,1,-2.11339371445378,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"692",3,1,0.416035119,1.442489256,-2.160215218,1,1,0,0,0,1,3,5,2,1,1,1,4,-1.73034468743594,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"693",3,1,0.810288914,1.35421245,-2.134278958,1,1,0,0,0,1,1,5,3,1,2,1,3,-1.91298931262161,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"694",3,1,0.886747818,3.126085579,0.509658413,1,1,1,1,1,1,5,5,3,1,5,3,5,-0.0936781356758963,-1.95500140211954,1.18048768983452,7.53230675054617e-05,1.19952925649464
"695",3,1,0.288938815,0.567506324,-3.825896416,1,1,0,0,0,1,4,5,1,1,3,1,1,-1.91298931262161,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"696",3,1,0.463674537,2.825067037,-0.585203141,1,1,0,0,1,1,4,5,5,3,5,1,4,-0.0936781356758963,-1.95500140211954,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"697",3,1,0.832534825,1.177096042,-1.952338782,0,1,0,0,0,1,3,5,3,1,1,1,3,-1.73034468743594,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"698",3,1,0.114030379,2.897241163,0.189197386,1,1,1,1,1,1,5,5,3,3,3,2,4,-0.85603797255497,-1.75758353508006,1.18048768983452,7.53230675054617e-05,1.19952925649464
"699",3,1,0.727866661,1.664232818,-0.91738692,1,1,0,0,1,1,3,5,3,1,2,3,5,-1.21871557512806,-1.95500140211954,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"700",3,1,0.651515577,1.45742095,-2.607728097,1,1,0,0,0,1,3,5,2,1,1,1,3,-1.91298931262161,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"701",3,1,0.548895885,1.889552582,-1.262141386,1,1,1,0,1,1,3,5,3,1,3,1,4,-1.21871557512806,-2.41763584278387,0.471563085845629,7.53230675054617e-05,0.493015974581274
"702",3,1,0.865247952,3.477005415,0.30728186,0,1,1,1,1,1,5,3,1,4,5,1,5,-0.648460773649967,-2.17240806379916,-0.581026634910725,-0.735944560857401,1.19952925649464
"703",3,1,0.568687851,2.064507133,0.147974634,1,1,0,0,0,1,5,5,5,4,4,1,5,0.39497379111749,-1.75758353508006,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"704",3,1,0.284501243,0.950005973,-2.680098454,1,1,0,0,0,1,1,5,1,1,1,1,3,-2.63854706455174,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"705",3,1,0.300400275,2.981663635,-0.700920628,1,1,1,1,0,1,3,5,3,2,3,1,5,-1.04323423993162,-2.17240806379916,0.618471880368537,7.53230675054617e-05,0.654996241765911
"706",3,1,0.098708503,0.563318226,-3.156839909,1,1,0,1,1,1,4,5,2,1,2,1,4,-1.3884666837332,-2.41763584278387,0.648352660520513,7.53230675054617e-05,0.661528275866333
"707",3,1,0.553711094,0.5110045,-3.596589916,1,0,0,0,0,1,5,5,1,1,1,1,1,-2.11339371445378,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"708",3,1,0.79879098,1.690635653,-1.296744526,1,1,1,0,0,1,3,5,5,1,5,1,3,-0.648460773649967,-2.41763584278387,0.0242471021974574,7.53230675054617e-05,0.0557363887700542
"709",3,1,0.793336181,2.11656356,-0.776406899,1,1,1,1,1,1,2,5,3,2,5,1,3,-1.21871557512806,-2.17240806379916,1.18048768983452,7.53230675054617e-05,1.19952925649464
"710",3,1,0.206767835,2.45317961,-0.655520589,1,1,1,1,0,1,5,5,1,1,3,1,5,-1.04323423993162,-2.41763584278387,0.618471880368537,7.53230675054617e-05,0.654996241765911
"711",3,2,0.898568112,3.116913539,-0.409205659,1,1,0,1,1,1,4,5,3,3,3,4,5,-0.85603797255497,-1.36113031943693,0.648352660520513,7.53230675054617e-05,0.661528275866333
"712",3,2,0.863770863,4.343547025,0.99488811,1,1,1,1,1,1,5,5,5,3,5,1,5,0.9266933280179,-1.95500140211954,1.18048768983452,7.53230675054617e-05,1.19952925649464
"713",3,2,0.691764645,2.628349821,-0.286407988,1,1,0,1,0,1,5,5,5,1,3,1,3,-0.648460773649967,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"714",3,2,0.591924989,2.295159066,-0.564764091,1,1,0,1,0,1,4,5,5,1,3,1,3,-0.85603797255497,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"715",3,2,0.106666919,1.513622304,-0.78401388,1,1,1,0,1,1,4,5,4,1,3,3,5,-0.648460773649967,-1.95500140211954,0.471563085845629,7.53230675054617e-05,0.493015974581274
"716",3,2,0.165446506,2.892888144,0.326755858,1,1,0,0,1,1,5,5,5,4,3,1,5,-0.0936781356758963,-1.75758353508006,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"717",3,2,0.075159412,2.28960458,0.705237576,1,1,1,0,1,1,5,5,3,1,5,3,5,-0.0936781356758963,-1.95500140211954,0.471563085845629,7.53230675054617e-05,0.493015974581274
"718",3,2,0.710180485,2.252621363,-0.366656096,1,1,0,0,0,1,5,5,3,3,3,2,3,-1.04323423993162,-1.75758353508006,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"719",3,2,0.492077489,3.136701212,0.17530383,1,1,1,0,0,1,5,5,1,4,5,1,5,-0.648460773649967,-1.75758353508006,0.0242471021974574,7.53230675054617e-05,0.0557363887700542
"720",3,2,0.712407125,1.359290955,-1.431245577,1,1,0,1,0,1,5,5,1,1,4,3,3,-1.21871557512806,-1.95500140211954,0.201954427153208,7.53230675054617e-05,0.228909840824867
"721",3,2,0.499707453,1.581255086,-0.504531612,1,1,0,0,1,1,5,5,3,3,3,1,3,-1.04323423993162,-1.95500140211954,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"722",3,2,0.317880172,2.688261926,0.207511274,1,1,0,1,1,1,5,5,4,1,3,1,5,-0.405406462406962,-2.41763584278387,0.648352660520513,7.53230675054617e-05,0.661528275866333
"723",3,2,0.531228931,3.375144751,0.533876132,1,1,0,1,0,1,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"724",3,2,0.494541298,1.621573683,-0.94985053,1,1,0,0,0,1,5,5,3,1,4,1,3,-0.85603797255497,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"725",3,2,0.52035025,2.209553378,0.193040915,1,1,0,0,0,1,3,5,3,3,5,3,5,-0.648460773649967,-1.56581225366612,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"726",3,2,0.064722428,1.604009566,0.157011107,1,1,0,0,1,1,5,5,4,1,3,1,5,-0.405406462406962,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"727",3,2,0.171110026,2.929023899,0.39965572,1,1,0,1,1,1,5,5,3,3,3,1,5,-0.648460773649967,-1.95500140211954,0.648352660520513,7.53230675054617e-05,0.661528275866333
"728",3,2,0.132779378,2.219065195,0.668267177,1,1,0,1,0,1,5,5,3,3,5,1,5,-0.0936781356758963,-1.95500140211954,0.201954427153208,7.53230675054617e-05,0.228909840824867
"729",3,2,0.677618516,2.244988775,-0.652901153,1,1,0,0,0,1,5,5,5,1,4,3,5,0.39497379111749,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"730",3,2,0.779445753,2.432234477,-0.249490038,1,1,0,1,1,1,5,5,3,3,5,1,1,-1.04323423993162,-1.95500140211954,0.648352660520513,7.53230675054617e-05,0.661528275866333
"731",3,2,0.079289094,2.117605057,-0.869126407,1,1,0,1,1,1,3,5,3,1,5,2,5,-0.648460773649967,-2.17240806379916,0.648352660520513,7.53230675054617e-05,0.661528275866333
"732",3,2,0.735449042,3.101607993,0.998238258,1,1,1,1,1,1,5,5,5,3,5,5,5,0.9266933280179,-1.11158532195804,1.18048768983452,7.53230675054617e-05,1.19952925649464
"733",3,2,0.872273371,3.500271122,-0.040706846,1,1,1,1,1,1,4,5,5,1,3,1,3,-0.85603797255497,-2.41763584278387,1.18048768983452,7.53230675054617e-05,1.19952925649464
"734",3,2,0.083959019,2.821166504,-0.005408678,1,1,0,1,1,1,3,5,5,1,3,1,5,-0.648460773649967,-2.41763584278387,0.648352660520513,7.53230675054617e-05,0.661528275866333
"735",3,2,0.923128825,4.264903116,0.836193652,1,1,1,1,1,1,5,3,5,3,3,1,4,-0.405406462406962,-2.41763584278387,1.18048768983452,7.53230675054617e-05,1.19952925649464
"736",3,2,0.927995219,4.505137618,0.77285828,1,1,1,1,1,1,5,3,3,3,3,2,5,-0.648460773649967,-2.17240806379916,1.18048768983452,7.53230675054617e-05,1.19952925649464
